place_id,name,business_status,formatted_address,latitude,longitude,price_level,rating,user_ratings_total
ChIJAWSDb272NIgRgotBKj6gHdU,Hanlon's Cafe,OPERATIONAL,"17 Foster Ave, Pittsburgh, PA 15205",40.4409843,-80.0693256,1,4.5,484
ChIJOS307232NIgRcPrtTwNlngE,Mugshots Cafe,OPERATIONAL,"25 Walsh Rd, Pittsburgh, PA 15205",40.4397128,-80.0710659,1,4.1,294
ChIJV6GdqZP3NIgRpecys9fvIKc,Biryani House Restaurant LLC,OPERATIONAL,"238 Crafton Ingram Shopping Center, Crafton, PA 15205",40.4417329,-80.07063459999999,,4.7,41
ChIJy78m8Br2NIgRJtZcVL4lADI,Fireside Inn,OPERATIONAL,"4214 Steubenville Pike, Pittsburgh, PA 15205",40.439842,-80.089147,1,4.1,293
ChIJ1Rs45933NIgRw9lKs0mGS0o,Caliente Pizza & Draft House,OPERATIONAL,"288 W Steuben St, Pittsburgh, PA 15205",40.440249,-80.0807622,,4.2,162
ChIJGfyhEsb1NIgRsvGHYVX2xRo,The Snack Shop,OPERATIONAL,"906 Chartiers Ave, McKees Rocks, PA 15136",40.4658498,-80.06599,,4.4,13
ChIJLXldM3_1NIgRjWw5qEJiyN8,SHAY AND BAEEE RESTAURANT & CATERING,OPERATIONAL,"824 Chartiers Ave, McKees Rocks, PA 15136",40.4659997,-80.0653011,,4.5,21
ChIJb9pBLvT1NIgRiTY-50W4PAA,Rockefeller's Grille,OPERATIONAL,"1833 McKees Rocks Rd, McKees Rocks, PA 15136",40.4680611,-80.09488259999999,2,4.4,946
ChIJyb4G-m32NIgRZ5ZjAQK2qpE,Chan An,OPERATIONAL,"37 Walsh Rd, Pittsburgh, PA 15205",40.4400185,-80.071063,1,4,265
ChIJ-6Ogb272NIgR57I-6-HxkUk,Pizza Palermo,OPERATIONAL,"45 Foster Ave, Crafton, PA 15205",40.4395654,-80.0693642,2,4.1,350
ChIJuf7KWm72NIgRjtW5bQFtP0c,Portofino's Pizza & Pasta,OPERATIONAL,"28 W Steuben St, Crafton, PA 15205",40.4382345,-80.0682406,1,4,278
ChIJhYJfjL31NIgR3phOvhgBNEs,DBO's,OPERATIONAL,"635 Hillsboro St, Pittsburgh, PA 15204",40.4532124,-80.05370909999999,,4.8,15
ChIJe5Wjhyj1NIgRJd2uIm_Y9do,Au’Driana’s II,OPERATIONAL,"719 Broadway Ave, McKees Rocks, PA 15136",40.472536,-80.0740972,,5,11
ChIJuxnD_Qr3NIgR5w8tpHK2JTA,Speedy Cafe,OPERATIONAL,"4311 Steubenville Pike, Pittsburgh, PA 15205",40.4402759,-80.0929941,1,1,1
ChIJq6uowIr1NIgRpu7JnizI0I8,Bobby D's Burgers & Barbecue,OPERATIONAL,"564 Pine Hollow Rd, McKees Rocks, PA 15136",40.4748106,-80.0980786,2,4.3,476
ChIJb1vGv1_2NIgRTz6RVpyC9Do,Angkor Restaurant,OPERATIONAL,"2350 Noblestown Rd # 18, Pittsburgh, PA 15205",40.42705960000001,-80.05622819999999,2,4.6,282
ChIJ5Xv9xr_1NIgRZ9tg4BKZKvk,1905 Eatery,OPERATIONAL,"733 Broadway Ave, McKees Rocks, PA 15136",40.4726715,-80.0746447,2,4.7,160
ChIJdZCZI8n1NIgR4zFAv6MpL0c,Suds & Subs,OPERATIONAL,"704 Chartiers Ave, McKees Rocks, PA 15136",40.4658323,-80.06151129999999,1,4.3,523
ChIJlQTQt7_1NIgR8OCyUORpHw8,Mama Lena’s Pizza,OPERATIONAL,"732 Broadway Ave, McKees Rocks, PA 15136",40.4729513,-80.0744022,1,4.4,513
ChIJVT6QO7f1NIgRd_2d9VYCWPs,FABS RESTAURANT,OPERATIONAL,"811 Broadway Ave, McKees Rocks, PA 15136",40.4729594,-80.0751873,2,4.7,45
ChIJ2TuQWsn1NIgR-8tWz4t_t-k,Gavino's Pizza,OPERATIONAL,"528 Chartiers Ave, McKees Rocks, PA 15136",40.4652622,-80.0596788,1,4.1,249
ChIJeciDCxv2NIgRUljArCySa-g,Sapporo Japanese Steak House,OPERATIONAL,"4260 Steubenville Pike, Pittsburgh, PA 15205",40.4400292,-80.09089639999999,2,4.4,215
ChIJqwwHp7_1NIgRE9svlIXBLsA,Hook Fish and Chicken,OPERATIONAL,"700 Broadway Ave, McKees Rocks, PA 15136",40.4725661,-80.0731923,1,4.1,349
ChIJb1vGv1_2NIgRHMolqSfzEd4,Blinky's Noble Grill & Bar,OPERATIONAL,"2350 Noblestown Rd # 11, Pittsburgh, PA 15205",40.42761369999999,-80.0551759,1,4.3,309
ChIJ44It78n1NIgRZDoCDc44IqM,Pierogies Plus,OPERATIONAL,"342 Island Ave, McKees Rocks, PA 15136",40.4688339,-80.06004449999999,2,4.7,790
ChIJ1fGLtlr2NIgRqaKcZnuGGdE,Scoglio's Greentree,OPERATIONAL,"661 Andersen Dr #100, Pittsburgh, PA 15220",40.4205003,-80.06432819999999,2,4.6,501
ChIJPUHlkVH3NIgRMwVmDx22dPM,NakaEndZone BBQ,OPERATIONAL,"1310 Crafton Blvd, Pittsburgh, PA 15205",40.4379521,-80.05463490000001,,4.8,195
ChIJfxhPcclYNIgRBM69hDjAV0U,Juliano's Restaurant & Catering,OPERATIONAL,"In Robinson, 5476 Steubenville Pike, McKees Rocks, PA 15136",40.450229,-80.12610699999999,2,4.6,746
ChIJN2q_Pu32NIgRkLq00CgD7ZA,The Alcove,OPERATIONAL,"875 Greentree Rd Building 7 suite 110, Pittsburgh, PA 15220",40.4246112,-80.0408305,1,4.5,169
ChIJaxN2Ae9ZNIgRaHlgYMXkbnY,Saigon88 Express,OPERATIONAL,"5500 Steubenville Pike, McKees Rocks, PA 15136",40.4504401,-80.1268133,,4.8,248
ChIJFdcDP1r2NIgR-NdiIUxgdo4,Foster's Restaurant & Catering,OPERATIONAL,"680 Andersen Dr # 10, Pittsburgh, PA 15220",40.420895,-80.060234,,4,23
ChIJBZR0o1_2NIgRSCYvsmM7xIo,Ugly Dog Saloon,OPERATIONAL,"2351 Noblestown Rd #1, Pittsburgh, PA 15205",40.4267437,-80.0555747,1,4,308
ChIJ_25qYfr2NIgRnrXIPix3PVA,Aracri's Greentree Inn Restaurant,OPERATIONAL,"1006 Greentree Rd, Pittsburgh, PA 15220",40.4169159,-80.04535609999999,2,4.3,239
ChIJb1vGv1_2NIgRenmWzsqUhas,Wiggy’s,OPERATIONAL,"2350 Noblestown Rd, Pittsburgh, PA 15205",40.4271405,-80.05612649999999,1,4.3,382
ChIJCapHMF71NIgR_JxobXLFVc0,BIG SHOT BOB’s KENNEDY - THE ORIGINAL,OPERATIONAL,"1734 Pine Hollow Rd, McKees Rocks, PA 15136",40.4757774,-80.097523,,3.9,79
ChIJ7Qg5r9b1NIgRsfDQeFiPDQ0,B & M Market,OPERATIONAL,"3038 Chartiers Ave, Pittsburgh, PA 15204",40.4540565,-80.0598018,,4.2,52
ChIJH4rRver1NIgRVFzbJQZ5eRY,Hunan Wok Chinese Takeout,OPERATIONAL,"500 Pine Hollow Rd, McKees Rocks, PA 15136",40.4738804,-80.0971718,2,4.1,111
ChIJrc-UB2FfNIgR-dGX1w_19uc,Picasso's Pizza & Pasta,OPERATIONAL,"1770 Pine Hollow Rd, McKees Rocks, PA 15136",40.476512,-80.10075499999999,2,4.1,182
ChIJX9Zv-Zz2NIgRuL5tXjwo8mU,Lorenz Cafe,OPERATIONAL,"718 Lorenz Ave, Pittsburgh, PA 15220",40.4447414,-80.0396805,1,4.1,136
ChIJJ9mtM9ZYNIgRC-1hvbL0kfQ,Ricci's Italian Sausage,OPERATIONAL,"500 Pine Hollow Rd, McKees Rocks, PA 15136",40.4752261,-80.098738,2,4.7,190
ChIJb1vGv1_2NIgRIDgpsjE9d3Q,Eggs R Us,OPERATIONAL,"2350 Noblestown Rd, Pittsburgh, PA 15205",40.4274789,-80.0554945,1,4,508
ChIJsRlsnIr2NIgRhMWMKrdRWY4,Sammy's Pizzeria,OPERATIONAL,"2145 Noblestown Rd, Pittsburgh, PA 15205",40.430138,-80.053179,1,4.4,255
ChIJO23P7_b2NIgRQ0UiM5J78jE,Vincent's of Greentree,OPERATIONAL,"333 Mansfield Ave, Pittsburgh, PA 15220",40.421,-80.05002999999999,2,4.2,873
ChIJaXW2-_D2NIgRv_-Cc7QZr4I,Olive Garden Italian Restaurant,OPERATIONAL,"971 Greentree Rd, Pittsburgh, PA 15220",40.4198324,-80.04569769999999,2,4.2,2361
ChIJFboKMAD0NIgR3_ajWICnKI0,Burgatory,OPERATIONAL,"342 N Shore Dr, Pittsburgh, PA 15212",40.4462352,-80.01091,2,4.5,3346
ChIJXdGgvQP1NIgRBnVrDuK1WGk,Dari-Villa Restaurant,OPERATIONAL,"559 Lincoln Ave, Bellevue, PA 15202",40.496348,-80.05761799999999,1,4.6,264
ChIJce17hE72NIgR0PFL9XMfPWY,Manny's Rook Station Cafe,OPERATIONAL,"201 Hawthorne St, Carnegie, PA 15106",40.4151293,-80.0679057,1,4.5,75
ChIJGZ_9gM33NIgRQn4T82_zsRc,Bob's Diner,OPERATIONAL,"211 Mansfield Blvd, Carnegie, PA 15106",40.4098167,-80.0856203,1,4.4,1194
ChIJ485t1vj0NIgRWvPTN26wOJ8,Thai Tamarind,OPERATIONAL,"172 Lincoln Ave, Bellevue, PA 15202",40.4912502,-80.0475228,2,4.6,473
ChIJb1vGv1_2NIgRSBcItOk_ru0,Mineo's Pizza,OPERATIONAL,"2350 Noblestown Rd, Pittsburgh, PA 15205",40.42749999999999,-80.055601,2,3.8,196
ChIJFSzFXc71NIgRfQq5-Nq2Hw8,"ToLuca Mexican Grill, LLC",OPERATIONAL,"4401 Ohio River Blvd, Bellevue, PA 15202",40.48864409999999,-80.05786719999999,,4.5,303
ChIJq37tymFfNIgRikRkYwS1zdk,Wendy's,OPERATIONAL,"1705 Pine Hollow Rd, McKees Rocks, PA 15136",40.4755507,-80.0994824,1,3.3,722
ChIJ7WeBIaf1NIgRUhUutFl8HT4,Flavors Famous Street Food,OPERATIONAL,"3231 Brighton Rd, Pittsburgh, PA 15212",40.4758776,-80.0315512,2,4.6,307
ChIJY1dSRm_2NIgRlCbmm8aZDR0,Sarafino's Homestyle Italian,OPERATIONAL,"40 E Crafton Ave, Pittsburgh, PA 15205",40.4356066,-80.06556069999999,2,4.6,698
ChIJAci96ydZNIgRTQy1Y7G7Ozw,Olympos Gyros & Catering,OPERATIONAL,"5950 Steubenville Pike, McKees Rocks, PA 15136",40.4479212,-80.14318690000002,1,4.6,451
ChIJucxxowP1NIgR5OilbCFCS5Q,Joe's Rusty Nail Restaurant,OPERATIONAL,"560 Lincoln Ave, Bellevue, PA 15202",40.496663,-80.05738099999999,1,4.6,690
ChIJS83V7ST1NIgRc-sgPTWpu68,Taco Bell,OPERATIONAL,"230 Langer Way, McKees Rocks, PA 15136",40.4689693,-80.09655529999999,1,3.3,163
