place_id,name,business_status,formatted_address,latitude,longitude,price_level,rating,user_ratings_total
ChIJ44It78n1NIgRZDoCDc44IqM,Pierogies Plus,OPERATIONAL,"342 Island Ave, McKees Rocks, PA 15136",40.4688339,-80.06004449999999,2,4.7,790
ChIJ7Qg5r9b1NIgRsfDQeFiPDQ0,B & M Market,OPERATIONAL,"3038 Chartiers Ave, Pittsburgh, PA 15204",40.4540565,-80.0598018,,4.2,52
ChIJ-6Ogb272NIgR57I-6-HxkUk,Pizza Palermo,OPERATIONAL,"45 Foster Ave, Crafton, PA 15205",40.4395654,-80.0693642,2,4.1,350
ChIJuf7KWm72NIgRjtW5bQFtP0c,Portofino's Pizza & Pasta,OPERATIONAL,"28 W Steuben St, Crafton, PA 15205",40.4382345,-80.0682406,1,4,278
ChIJPUHlkVH3NIgRMwVmDx22dPM,NakaEndZone BBQ,OPERATIONAL,"1310 Crafton Blvd, Pittsburgh, PA 15205",40.4379521,-80.05463490000001,,4.8,195
ChIJb1vGv1_2NIgRHMolqSfzEd4,Blinky's Noble Grill & Bar,OPERATIONAL,"2350 Noblestown Rd # 11, Pittsburgh, PA 15205",40.42761369999999,-80.0551759,1,4.3,309
ChIJN2q_Pu32NIgRkLq00CgD7ZA,The Alcove,OPERATIONAL,"875 Greentree Rd Building 7 suite 110, Pittsburgh, PA 15220",40.4246112,-80.0408305,1,4.5,169
ChIJX9Zv-Zz2NIgRuL5tXjwo8mU,Lorenz Cafe,OPERATIONAL,"718 Lorenz Ave, Pittsburgh, PA 15220",40.4447414,-80.0396805,1,4.1,136
ChIJsyO-iLP1NIgRH2V8gfE8bVI,Becker's Cafe,OPERATIONAL,"315 Olivia St, McKees Rocks, PA 15136",40.4746934,-80.0570346,1,3.9,146
ChIJEzR_yb_1NIgRJhGGeEUgaRA,Lynn's Cafe & Quality Catering,OPERATIONAL,"800 Broadway Ave, McKees Rocks, PA 15136",40.47313550000001,-80.0746307,1,4.4,165
ChIJBZR0o1_2NIgRSCYvsmM7xIo,Ugly Dog Saloon,OPERATIONAL,"2351 Noblestown Rd #1, Pittsburgh, PA 15205",40.4267437,-80.0555747,1,4,308
ChIJb1vGv1_2NIgRenmWzsqUhas,Wiggy’s,OPERATIONAL,"2350 Noblestown Rd, Pittsburgh, PA 15205",40.4271405,-80.05612649999999,1,4.3,382
ChIJb1vGv1_2NIgRIDgpsjE9d3Q,Eggs R Us,OPERATIONAL,"2350 Noblestown Rd, Pittsburgh, PA 15205",40.4274789,-80.0554945,1,4,508
ChIJTRTmsFv2NIgR56ConX9mTsg,Hormel Foods,OPERATIONAL,"651 Holiday Dr # 215, Pittsburgh, PA 15220",40.4221809,-80.06075419999999,,2,1
ChIJsRlsnIr2NIgRhMWMKrdRWY4,Sammy's Pizzeria,OPERATIONAL,"2145 Noblestown Rd, Pittsburgh, PA 15205",40.430138,-80.053179,1,4.4,255
ChIJb1vGv1_2NIgRSBcItOk_ru0,Mineo's Pizza,OPERATIONAL,"2350 Noblestown Rd, Pittsburgh, PA 15205",40.42749999999999,-80.055601,2,3.8,196
ChIJFdcDP1r2NIgR-NdiIUxgdo4,Foster's Restaurant & Catering,OPERATIONAL,"680 Andersen Dr # 10, Pittsburgh, PA 15220",40.420895,-80.060234,,4,23
ChIJJZ5vVPX2NIgRSxdM1T5midk,Arby's,OPERATIONAL,"2251 Noblestown Rd, Crafton, PA 15205",40.4284943,-80.05319829999999,1,4.2,505
ChIJlRGtqor2NIgROYUiwpdjbGg,Wendy's,OPERATIONAL,"2237 Noblestown Rd, Pittsburgh, PA 15205",40.4290379,-80.0532206,1,3.4,845
ChIJBZR0o1_2NIgR8GWp4iNKSSw,Phong May House,OPERATIONAL,"2351 Noblestown Rd, Pittsburgh, PA 15205",40.4268825,-80.055093,,3.4,84
ChIJ_8x4WV72NIgRdHZtt9X8GVU,Brighton Hot Dog Shoppe,OPERATIONAL,"2401 Noblestown Rd, Pittsburgh, PA 15205",40.4268913,-80.0572384,1,4.4,835
ChIJ7WeBIaf1NIgRUhUutFl8HT4,Flavors Famous Street Food,OPERATIONAL,"3231 Brighton Rd, Pittsburgh, PA 15212",40.4758776,-80.0315512,2,4.6,307
ChIJFboKMAD0NIgR3_ajWICnKI0,Burgatory,OPERATIONAL,"342 N Shore Dr, Pittsburgh, PA 15212",40.4462352,-80.01091,2,4.5,3346
ChIJt62jMx30NIgRibh1mXpcjig,North Shore Cafe,OPERATIONAL,"1501 Reedsdale St # 2, Pittsburgh, PA 15233",40.4494833,-80.02717849999999,1,4.4,30
ChIJX3TbmQT0NIgRjXCvau84uyM,Lindos Restaurant,OPERATIONAL,"947 Western Ave, Pittsburgh, PA 15233",40.4513889,-80.01833330000001,1,4.2,625
ChIJQ-R_o2n0NIgRDT40vwLXim8,Cerasoli Pizzeria,OPERATIONAL,"3053 Brighton Rd, Pittsburgh, PA 15212",40.47358880000001,-80.028981,1,4.3,224
ChIJXd7742n3NIgRq9G16_xA6uI,Sharks Fish & Chicken,OPERATIONAL,"1000 Chartiers Ave, Pittsburgh, PA 15220",40.4441899,-80.0405876,2,3.4,14
ChIJD2S7oJf2NIgRlyHw08SanEo,Tramp's,OPERATIONAL,"412 Greentree Rd, Pittsburgh, PA 15220",40.43566879999999,-80.0339699,1,4.2,316
ChIJi4fvJZb2NIgRn4e39Wyovvc,Johnny's Diner,OPERATIONAL,"1900 Woodville Ave, Pittsburgh, PA 15220",40.43370850000001,-80.0314049,1,4.7,486
ChIJt_Ur43L3NIgRacyHl8fofXc,Wing SZN - Crafton Heights,OPERATIONAL,"1511 Stratmore St, Pittsburgh, PA 15205",40.4382125,-80.05603669999999,,3.2,5
ChIJ_25qYfr2NIgRnrXIPix3PVA,Aracri's Greentree Inn Restaurant,OPERATIONAL,"1006 Greentree Rd, Pittsburgh, PA 15220",40.4169159,-80.04535609999999,2,4.3,239
ChIJO23P7_b2NIgRQ0UiM5J78jE,Vincent's of Greentree,OPERATIONAL,"333 Mansfield Ave, Pittsburgh, PA 15220",40.421,-80.05002999999999,2,4.2,873
ChIJaXW2-_D2NIgRv_-Cc7QZr4I,Olive Garden Italian Restaurant,OPERATIONAL,"971 Greentree Rd, Pittsburgh, PA 15220",40.4198324,-80.04569769999999,2,4.2,2361
ChIJu3SaTPX2NIgR74g_OkXoxZ0,China Buffet King,OPERATIONAL,"2249 Noblestown Rd, Pittsburgh, PA 15205",40.42848499999999,-80.052526,1,3.8,1533
ChIJ485t1vj0NIgRWvPTN26wOJ8,Thai Tamarind,OPERATIONAL,"172 Lincoln Ave, Bellevue, PA 15202",40.4912502,-80.0475228,2,4.6,473
ChIJU7TUSGP1NIgRUkLLl9uhXNE,202 Hometown Tacos,OPERATIONAL,"407 Lincoln Ave, Bellevue, PA 15202",40.4941025,-80.05280739999999,1,4.3,556
ChIJaa78xV70NIgR2lYFoRs3cyU,Pittsburgh Fish & Chicken,OPERATIONAL,"1312 Benton Ave, Pittsburgh, PA 15212",40.4844783,-80.0364757,1,4.1,257
ChIJe02f2ln0NIgRuSKZiAt1vyg,Miller's Seafood House,OPERATIONAL,"3853 California Ave, Pittsburgh, PA 15212",40.4851519,-80.04189869999999,2,3.9,308
ChIJ61FkY1r0NIgRII7jzrAhpqM,Pops & Son Pizzeria,OPERATIONAL,"3627 California Ave, Pittsburgh, PA 15212",40.4809807,-80.0414764,1,3.4,206
ChIJXdGgvQP1NIgRBnVrDuK1WGk,Dari-Villa Restaurant,OPERATIONAL,"559 Lincoln Ave, Bellevue, PA 15202",40.496348,-80.05761799999999,1,4.6,264
ChIJEYDeeAP1NIgRDOJC5eC3Xc0,Pizza Ephesus,OPERATIONAL,"501 Lincoln Ave, Bellevue, PA 15202",40.495497,-80.055789,2,3.7,200
ChIJucxxowP1NIgR5OilbCFCS5Q,Joe's Rusty Nail Restaurant,OPERATIONAL,"560 Lincoln Ave, Bellevue, PA 15202",40.496663,-80.05738099999999,1,4.6,690
ChIJK0F7yA_1NIgRXBYlp79oNw4,Vibe Bellevue,OPERATIONAL,"6 N Balph Ave, Bellevue, PA 15202",40.4957972,-80.0553077,,4.5,109
ChIJKVeC1B71NIgR_JyGk57q2SA,EVIA Greek Restaurant,OPERATIONAL,"564 Lincoln Ave, Bellevue, PA 15202",40.4966341,-80.0575037,,4.8,136
ChIJFSzFXc71NIgRfQq5-Nq2Hw8,"ToLuca Mexican Grill, LLC",OPERATIONAL,"4401 Ohio River Blvd, Bellevue, PA 15202",40.48864409999999,-80.05786719999999,,4.5,303
ChIJNatzAP70NIgR8Kee_Ham_Iw,R & B's Pizza Place,OPERATIONAL,"421 Lincoln Ave, Bellevue, PA 15202",40.4942306,-80.0534242,1,4.2,294
ChIJL1CvLob1NIgRHZcSd_NIo5o,Dragon Town,OPERATIONAL,"503 Lincoln Ave, Bellevue, PA 15202",40.4955795,-80.0557958,1,3.9,67
ChIJ9ejYQw71NIgR2WwvdcUrOaY,Revival on Lincoln,OPERATIONAL,"366 Lincoln Ave, Bellevue, PA 15202",40.4942089,-80.052329,,4.6,257
ChIJsapo8Kr1NIgRajOhGHUMjAE,Arby's,OPERATIONAL,"4260 Ohio River Blvd, Bellevue, PA 15202",40.487646,-80.0556187,1,4.1,835
ChIJKbYfIzf1NIgR4Vy-gDHRViM,Maxwell's Pizza,OPERATIONAL,"600 Lincoln Ave, Bellevue, PA 15202",40.49703909999999,-80.0582635,1,4.3,231
ChIJzwM6c_70NIgRNpZ20ll0FSo,Papa Johns Pizza,OPERATIONAL,"357 Lincoln Ave, Bellevue, PA 15202",40.4936554,-80.05246679999999,1,3.2,150
ChIJeRApgwP1NIgRr7ab5RzL2gc,China Sea Chinese Restaurant,OPERATIONAL,"610 Lincoln Ave, Bellevue, PA 15202",40.4972056,-80.0583585,1,4.1,262
ChIJNcn3HWj0NIgRSw7-siX98oE,Wiseguys Pizza,OPERATIONAL,"1223 Woods Run Ave, Pittsburgh, PA 15212",40.47638310000001,-80.0311104,1,4,256
ChIJ0wO9t0b0NIgR1aZ3xP_Knco,Don's Diner,OPERATIONAL,"1729 Eckert St, Pittsburgh, PA 15212",40.47170610000001,-80.0373187,1,4.6,267
ChIJm-T3ZwT0NIgRXhIHSZHyBB0,Modern Cafe,OPERATIONAL,"862 Western Ave, Pittsburgh, PA 15233",40.4521399,-80.01643519999999,1,4.5,405
ChIJVZKH5vDzNIgRtHfQm2LeeOE,Legends Eatery,OPERATIONAL,"500 E North Ave, Pittsburgh, PA 15212",40.4565844,-80.0014734,2,4.7,446
ChIJd7igQwT0NIgRioSao7dLIBc,Nicky's Thai Kitchen,OPERATIONAL,"856 Western Ave, Pittsburgh, PA 15233",40.4521191,-80.0162658,2,4.5,971
ChIJnTohch30NIgR3yhnVJ8oJJc,Wheelhouse,OPERATIONAL,"777 Casino Dr, Pittsburgh, PA 15212",40.44765659999999,-80.0225727,2,4,321
ChIJKcgUmvfzNIgRBLShl8PA9U8,El Burro,OPERATIONAL,"1108 Federal St, Pittsburgh, PA 15212",40.4558948,-80.0065966,1,4.2,679
ChIJixr3YwL0NIgRIM-xM8ZFYFE,Primanti Bros.,OPERATIONAL,"100 Art Rooney Ave, Pittsburgh, PA 15212",40.4467079,-80.0168334,1,4.3,135
ChIJrU-zYQT0NIgRDOEgCd7HCKk,Giorgio's Place,OPERATIONAL,"908 Western Ave, Pittsburgh, PA 15233",40.4519852,-80.0170299,1,4.5,464
ChIJxTDgjgT0NIgRewoOyzRCUxE,Peppi's,OPERATIONAL,"927 Western Ave, Pittsburgh, PA 15233",40.451684,-80.0175126,1,4.7,1310
ChIJBST-0Jj2NIgRuZY91BqYQY0,Bella Monte Pizza,OPERATIONAL,"410 S Main St, Pittsburgh, PA 15220",40.44163289999999,-80.0333917,2,4.1,316
ChIJC2lwoS73NIgRD03ZeaPgShI,Steel Mill Saloon,OPERATIONAL,"1225 Grandview Ave, Pittsburgh, PA 15211",40.4381327,-80.0192792,,4.3,133
ChIJ07YvcLH2NIgRYuOrEBUNga0,Bigham Tavern,OPERATIONAL,"321 Bigham St, Pittsburgh, PA 15211",40.4324382,-80.0151844,2,4.5,1490
ChIJz1P8hZz2NIgRRuLBP_kT7FA,Terry's Snack Shop,OPERATIONAL,"906 Chartiers Ave, Pittsburgh, PA 15220",40.4434368,-80.0398319,,4.7,3
ChIJL9Eeh873NIgR2hDDPRrp9eQ,McIntosh Eatery,OPERATIONAL,"410 Greentree Rd, Pittsburgh, PA 15220",40.4357204,-80.0339726,,0,0
ChIJT3VNbcL2NIgRJhpHdjLRND0,Pittsburgh Barbecue Company,OPERATIONAL,"1000 Banksville Ave, Pittsburgh, PA 15216",40.4203608,-80.0306725,2,4.3,266
ChIJa_26Rt32NIgR_dkqGwuJicE,Eat'n Park,OPERATIONAL,"1250 Banksville Rd, Pittsburgh, PA 15216",40.4171322,-80.0301411,1,4.1,2208
ChIJT1r2IFj3NIgRrJ8iwasf9HE,Beto's Pizza,OPERATIONAL,"1473 Banksville Rd, Pittsburgh, PA 15216",40.4127068,-80.030394,1,4.5,2449
ChIJ9xkce932NIgRSiyVq84hrKY,Arby's,OPERATIONAL,"1378 Banksville Rd, Pittsburgh, PA 15216",40.414676,-80.030613,1,3.9,574
ChIJC-xqnfD2NIgRpFi9IAf6dLw,Boston Market,OPERATIONAL,"978 Greentree Rd, Pittsburgh, PA 15220",40.4180836,-80.04601199999999,1,3.4,803
ChIJOQEpVtn2NIgRYSWgTW5Jheg,El Paisano | Mexican Restaurant,OPERATIONAL,"1542 Beechview Ave, Pittsburgh, PA 15216",40.4111118,-80.0249436,1,4.2,236
ChIJP26l3tzzNIgRyle3s1NMfac,Chicken Latino,OPERATIONAL,"2100 Broadway Ave, Pittsburgh, PA 15216",40.4051169,-80.0302013,1,4.6,668
ChIJ9R6o7hz3NIgRoXHX6b9F_yI,Kabab and Curry Restaurant - Indian and Pakistani Cuisine,OPERATIONAL,"2890 Banksville Rd, Pittsburgh, PA 15216",40.404046,-80.0405052,2,4.7,1997
ChIJq8aTMiD3NIgRhl34BM3M62I,Slice on Broadway-Beechview,OPERATIONAL,"2128 Broadway Ave, Pittsburgh, PA 15216",40.4041462,-80.0303933,1,4.3,501
ChIJXTWUdlX3NIgRLsxLV-6novE,Alquisiras Paleteria,OPERATIONAL,"2056 Broadway Ave, Pittsburgh, PA 15216",40.4052218,-80.0301753,,4.5,168
ChIJeSJPCur3NIgRG2JwDtlfD3s,Chip and Kale,OPERATIONAL,"2102 Broadway Ave, Pittsburgh, PA 15216",40.4053621,-80.0301139,,5,7
ChIJnxGpywT3NIgR8_qyfVf3EM4,Mintt Indian Cuisine,OPERATIONAL,"3033 Banksville Rd, Pittsburgh, PA 15216",40.40106300000001,-80.0425186,2,3.9,1000
ChIJuWIkXnf3NIgRTkga-T2a3OU,La Cocina de Betty,OPERATIONAL,"1605 Broadway Ave, Pittsburgh, PA 15216",40.4103834,-80.0244752,,4.4,150
ChIJDYClFV71NIgRhvMb_CtJ2L4,Ida's Sandwich Shop,OPERATIONAL,"3921 Perrysville Ave, Pittsburgh, PA 15214",40.4903388,-80.0188202,,4.9,43
ChIJr6OpVEHzNIgRDsgj6DRJWf0,Silvioni's Restaurant,OPERATIONAL,"2125 Babcock Blvd, Pittsburgh, PA 15209",40.50931689999999,-79.9913658,2,4.4,550
ChIJxdrggVDzNIgR2LCBP8MzaCw,Rico's Restaurant,OPERATIONAL,"1 Rico Ln, Pittsburgh, PA 15237",40.514902,-80.002355,3,4.4,601
ChIJW9nIGEr1NIgRrLK4g4KmGvg,Severina Restaurant and Bar,OPERATIONAL,"1330 Center Ave, Pittsburgh, PA 15229",40.5182464,-80.04454190000001,2,4.8,157
ChIJz4A16HytNYgRZFAllacgcyU,BullDawg's Burgers,OPERATIONAL,"5336 Perry Hwy, Pittsburgh, PA 15229",40.5115423,-80.030507,,4.4,121
ChIJHWATNfDzNIgRDHPJXMN4wFw,Huszar,OPERATIONAL,"627 E North Ave #4844, Pittsburgh, PA 15212",40.4567312,-79.9988965,2,4.6,435
ChIJJ8cTqwX0NIgRX60PcZPX4Qk,Lola Bistro,OPERATIONAL,"1100 Galveston Ave, Pittsburgh, PA 15233",40.453668,-80.01688999999999,,4.8,73
ChIJp7J-MaL1NIgRYr9GHwUs5Ls,Leo. a public house,OPERATIONAL,"1207 Allegheny Ave, Pittsburgh, PA 15233",40.4539211,-80.0198305,,4.7,130
ChIJ-2C3sPfzNIgRpVpqW11Hncs,Siempre Algo,OPERATIONAL,"414 E Ohio St, Pittsburgh, PA 15212",40.453526,-80.00108279999999,,4.7,194
ChIJDS_4ZA_0NIgRm4werE0wkBo,Quik-It Chicken,OPERATIONAL,"820 Pennsylvania Ave, Pittsburgh, PA 15233",40.4562612,-80.0161723,1,3.4,103
ChIJTySFk8PzNIgR9oYnssqat_A,THE LUNCH BOX,OPERATIONAL,"1307 Federal St, Pittsburgh, PA 15212",40.4572118,-80.00781359999999,1,5,13
ChIJje1fLV3zNIgRPJ7_uwJbcxI,Taps and Taco,OPERATIONAL,"115 Federal St, Pittsburgh, PA 15212",40.4479426,-80.00439159999999,,3.9,72
ChIJK5NZfKLzNIgR6G1JvYJpRLw,40 North at Alphabet City,OPERATIONAL,"40 W North Ave, Pittsburgh, PA 15212",40.4555452,-80.0074976,,4.7,66
ChIJ-QhLYVbxNIgR7Hk4Ca0Qesc,täkō,OPERATIONAL,"214 6th St, Pittsburgh, PA 15222",40.4423048,-80.0021624,2,4.5,1400
ChIJp2EIZfDzNIgRq-iQ1IuOs3Y,Max's Allegheny Tavern,OPERATIONAL,"537 Suismon St, Pittsburgh, PA 15212",40.4552481,-79.9997368,2,4.5,1815
ChIJV-WNXQT0NIgRIlshvd0VSxE,Bier's Pub & War Streets Brewery,OPERATIONAL,"900 Western Ave, Pittsburgh, PA 15233",40.4520412,-80.01676789999999,,4.5,528
ChIJCZt9jGr0NIgRnHFkByewW6g,Cafe On the Corner,OPERATIONAL,"2700 Shadeland Ave, Pittsburgh, PA 15212",40.4692061,-80.0300309,,4.8,67
ChIJ7UXxRAP0NIgRnHHdP7MB1zY,Wendy's,OPERATIONAL,"725 Allegheny Ave, Pittsburgh, PA 15233",40.4502649,-80.01888199999999,1,3,1584
ChIJ59EdawP0NIgRRbOjAheTl7U,Taco Bell,OPERATIONAL,"705 Allegheny Ave, Pittsburgh, PA 15233",40.4498098,-80.01870559999999,1,3.3,1842
ChIJb6K0JAT0NIgRDyAPYKZrgVw,Allegheny Sandwich Shoppe,OPERATIONAL,"822 Western Ave, Pittsburgh, PA 15233",40.4524782,-80.01509659999999,1,4.7,349
ChIJLwV565z2NIgRIRvVCDCb7WI,Walid's Fish And Chicken,OPERATIONAL,"1000 Chartiers Ave, Pittsburgh, PA 15220",40.4441458,-80.0406548,1,3.7,106
ChIJI2q7FAL0NIgRUoBKaGaPw3A,Quaker Steak & Lube,OPERATIONAL,"Great Hall Area, 100 Art Rooney Avenue Sec. 109 & Sec. 136 Stadium, Pittsburgh, PA 15212",40.4467648,-80.0157603,2,3.5,25
ChIJMUHgoa_2NIgREmd-xXtHlwU,The Grandview Saloon,OPERATIONAL,"1212 Grandview Ave, Pittsburgh, PA 15211",40.4381429,-80.0185374,2,3.9,565
ChIJ2_KpOwL0NIgRlwzYNY03vzI,Goal Line,OPERATIONAL,"100 Art Rooney Ave, Pittsburgh, PA 15212",40.4473161,-80.0152173,,3,2
ChIJQWJcZ0vxNIgR4EY0p31x-BU,J & J's Family Restaurant & Catering,OPERATIONAL,"300 Shiloh St, Pittsburgh, PA 15211",40.4293777,-80.0074126,1,4.6,539
ChIJsZMZQkvxNIgRTT3U6FiRBx4,"Kavsar (No dine in,only take away or delivery)",OPERATIONAL,"16 Southern Ave, Pittsburgh, PA 15211",40.4288832,-80.00738199999999,2,4.3,551
ChIJscaPKe_xNIgR2QpQkr3O8h8,Terrene,OPERATIONAL,"224 W Station Square Dr, Pittsburgh, PA 15219",40.4337618,-80.00457709999999,,4.4,102
ChIJVwULpK_2NIgRV-6i71ZRc8o,Vue 412,OPERATIONAL,"1200 Grandview Ave, Pittsburgh, PA 15211",40.43789200000001,-80.0182358,2,4.1,742
ChIJPz5dmKX2NIgRgcESndEXxLQ,Monterey Bay Fish Grotto,OPERATIONAL,"1411 Grandview Ave, Pittsburgh, PA 15211",40.4386441,-80.0213101,4,4.7,1858
ChIJUTCorzr3NIgRufBFZYqcUZU,Las Palmas Tacos,OPERATIONAL,"1616 Broadway Ave, Pittsburgh, PA 15216",40.4100882,-80.0248407,,4.5,102
ChIJ4122GCj3NIgR4EygOp9VQyw,Fiori's Pizzaria,OPERATIONAL,"103 Capital Ave, Pittsburgh, PA 15226",40.40517880000001,-80.0185903,1,4.7,3038
ChIJi3B3Jdn2NIgRIBfXm2xDBdU,The Huddle,OPERATIONAL,"1648 Broadway Ave, Pittsburgh, PA 15216",40.4091417,-80.0248254,1,4.5,231
ChIJt1-O1Tr3NIgRuWJRAaD-mmc,Moonlite Cafe,OPERATIONAL,"530 Brookline Blvd, Pittsburgh, PA 15226",40.3955522,-80.02280379999999,1,4.6,416
ChIJAUeyl8f3NIgRTwaDXz1HcGs,Oak Hill Post,OPERATIONAL,"600 Brookline Blvd, Pittsburgh, PA 15226",40.3952469,-80.02243469999999,,4.9,222
ChIJyQLvQhf3NIgRxsBt6-pgAvQ,Fredo's Delicatessen,OPERATIONAL,"1451 Potomac Ave, Pittsburgh, PA 15216",40.3962402,-80.0353169,1,4.7,158
ChIJOZ3bWxf3NIgRp5JFr2ZxaLw,Don Campiti's Pizzeria,OPERATIONAL,"1509 Potomac Ave, South Hills, PA 15216",40.3966855,-80.0356407,1,4.4,379
ChIJAevxtlv3NIgR0JMMUbjRzvw,Mike & Tony's Gyros,OPERATIONAL,"2935 W Liberty Ave, Pittsburgh, PA 15216",40.3943672,-80.0350674,,4.6,270
ChIJ2cp3SQv3NIgRXniz0xnZfNI,New Saigon,OPERATIONAL,"1429 Potomac Ave, Pittsburgh, PA 15216",40.395543,-80.034904,2,4.8,54
ChIJYxLMbBf3NIgRx7kqj1SAMOY,Mekong Pho Gourmet,OPERATIONAL,"1429 Potomac Ave, Pittsburgh, PA 15216",40.3955688,-80.034824,1,4.1,181
